1,0.641818,1,1
2,0.52534,1.22172,0.61086
4,0.554222,1.15805,0.289513
8,0.546161,1.17514,0.146893
16,0.530637,1.20952,0.0755952
32,0.493142,1.30149,0.0406715
64,0.500741,1.28174,0.0200271
