1,0.0234143,1,1
2,0.0154058,1.51983,0.759917
4,0.0159821,1.46504,0.36626
8,0.0168434,1.39012,0.173765
16,0.0179674,1.30316,0.0814473
32,0.0217384,1.0771,0.0336593
64,0.0297717,0.786462,0.0122885
